"loan_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","title","zip_code","addr_state","dti","fico_range_low","fico_range_high","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","initial_list_status","total_pymnt","total_rec_prncp","total_rec_int","last_pymnt_amnt","last_fico_range_high","last_fico_range_low","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_inq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","year","loan_length","pull_length","credit_length"
20000,36,7.62,623.23,1,3,102241,7,1,86000,2,"0",3,10356,674,42,18.29,755,759,0,17,8864,16.8,32,0,22201.58,20000,2201.58,7244.06,729,725,0,57704,52700,5,3394,27436,24.4,215,217,4,4,1,18,9,0,4,4,6,11,13,12,18,4,17,3,100,0,139552,57704,36300,86852,2014,2.03561643835616,4.95068493150685,18.1424657534247
5000,36,15.31,174.09,3,12,19418,7,1,84000,1,"0",2,8261,508,40,26.03,670,674,2,14,26254,77.9,46,0,6267.088,5000,1267.09,173.93,654,650,259,340801,33700,6,28400,2905,89.8,120,285,24,6,5,32,0,0,4,6,4,13,20,10,21,6,14,2,97,50,365651,96710,28400,79353,2012,2.94794520547945,6.27945205479452,23.4876712328767
12000,36,7.9,375.49,1,4,110323,10,0,140000,2,"0",3,10356,702,6,11.67,705,709,0,6,12791,60.9,20,0,13517.36,12000,1517.36,375.21,719,715,0,69675,21000,3,11613,8209,60.9,138,261,15,7,2,15,8,0,3,3,3,7,9,3,9,3,6,1,100,0,102488,69675,21000,81488,2014,2.95068493150685,2.95068493150685,21.813698630137
15000,36,9.99,483.94,2,6,101548,10,1,118000,2,"0",2,12000,780,5,10.68,685,689,0,11,20123,66,13,1,17421.73,15000,2421.73,483.83,789,785,0,428952,30500,5,42895,4540,73.3,133,129,7,7,1,21,16,0,3,6,5,5,3,9,9,6,11,1,100,50,455682,44432,17000,28500,2013,2.95068493150685,2.95068493150685,11.0602739726027
35000,60,24.08,1008.51,6,27,139970,0,1,448000,2,"0",3,10356,527,15,9.66,670,674,1,20,59530,65.5,38,0,52348.88,27614.82,24734.06,1008.51,659,655,0,652294,82500,4,32615,9966,80.1,173,326,22,5,6,22,5,0,8,13,8,11,8,15,24,13,20,1,94.6,75,709691,124562,60900,82248,2014,4.27945205479452,4.27945205479452,27.3232876712329
15400,60,18.99,399.4,5,21,136523,3,0,35000,2,"0",3,10356,69,30,33.81,680,684,0,11,12621,75.6,26,1,21980.81,13494.26,8486.55,399.4,664,660,0,39804,16700,2,4423,53,99.5,154,168,22,11,0,65,11,0,4,7,4,9,7,10,19,7,11,1,100,100,46308,39804,11600,29608,2014,4.53150684931507,4.53150684931507,14.0602739726027
10000,36,12.99,336.9,3,11,58092,7,1,40000,1,"1",3,10356,8,20,12.06,675,679,2,7,6753,54,20,0,4138.61,1900.02,795.18,336.9,544,540,0,6753,12500,2,964,1460,83,159,197,5,5,1,5,0,0,5,7,8,10,2,7,17,6,7,1,70,40,12500,6753,7300,0,2014,0.613698630136986,1.95068493150685,16.5643835616438
21000,60,14.99,499.48,3,15,97030,10,1,68000,2,"0",3,10356,664,42,22.82,715,719,1,11,17750,61.6,36,0,29029.88,21000,8029.88,1497.44,704,700,0,332209,28800,6,33221,3782,72.6,132,148,8,8,3,8,1,0,3,4,3,11,9,7,23,4,11,1,100,66.7,371289,61050,13800,57704,2014,3.45205479452055,3.2027397260274,12.4739726027397
1000,36,19.97,37.15,4,20,78406,3,0,78000,1,"0",9,4609,94,33,19.51,660,664,0,15,17630,76.2,21,1,1033.001,1000,33,996.04,764,760,0,52801,22700,3,3772,2350,86,129,278,18,15,0,18,16,0,6,8,6,9,7,11,14,8,15,0,90,83.3,68265,52801,18300,45565,2013,0.117808219178082,5.1972602739726,23.2356164383562
3500,36,15.61,122.38,4,16,56595,0,0,14000,1,"0",3,10356,180,44,28.82,695,699,3,4,1333,63.5,4,1,4191.65,3500,691.65,1994.88,724,720,0,37474,2100,3,9369,767,63.5,50,19,6,6,0,6,0,0,2,2,2,2,2,2,2,2,4,1,100,0,40199,37474,2100,38099,2014,1.61643835616438,4.36438356164384,4.22191780821918
4450,36,19.52,164.3,5,22,91970,10,1,38000,2,"1",3,10356,269,39,35.09,665,669,2,12,5099,43.6,26,0,3677,2279.01,1166.46,164.3,509,505,0,23652,11700,7,1971,2502,52.8,179,231,1,1,0,1,1,0,4,6,6,15,8,9,18,6,12,6,92.3,33.3,32045,23652,5300,20345,2014,1.6986301369863,2.28767123287671,19.4
2200,36,15.8,77.13,3,13,43000,2,0,50000,1,"0",3,10845,669,42,10.97,740,744,0,6,1742,16,6,0,2413.51,2200,213.51,1873.6,799,795,0,24095,10900,5,4016,6251,15.5,2,69,4,2,0,8,8,0,1,2,3,3,1,5,5,2,6,3,100,0,33608,24095,7400,22708,2013,0.619178082191781,0.695890410958904,5.80547945205479
22750,60,24.99,667.61,6,29,25138,7,1,67000,3,"0",3,10356,49,7,18.34,690,694,0,9,24843,84.8,23,1,38244.19,20801.61,17442.58,667.61,594,590,0,37735,29300,1,4193,85,99.5,368,139,23,23,1,23,23,0,6,8,6,8,10,8,12,8,9,0,100,100,51719,37735,17400,22419,2014,4.6986301369863,4.6986301369863,30.8219178082192
4200,36,12.12,139.75,2,8,92831,5,0,66000,1,"0",3,6322,307,10,27.68,685,689,0,10,18308,82.5,29,0,4969.399,4200,769.4,124.51,684,680,0,50640,22200,1,5627,1048,93.3,135,174,47,5,4,52,23,0,2,3,3,6,16,4,9,3,10,1,96,100,85995,50640,15700,63795,2013,2.53424657534247,5.6986301369863,14.3917808219178
20000,36,14.33,686.77,3,11,124554,9,1,77000,3,"0",3,5742,740,4,19.43,675,679,0,16,16744,60.4,27,1,24723.39,20000,4723.39,686.43,819,815,0,232707,27700,6,16622,7579,67.9,163,153,15,8,4,15,8,1,8,10,11,12,4,14,19,10,16,3,96,22.2,247770,56524,23600,42795,2013,2.95068493150685,2.95068493150685,13.4767123287671
12000,36,15.1,416.58,3,12,1928,10,1,61000,3,"0",3,6322,97,33,14.03,685,689,2,15,10667,22.3,17,1,13923.09,12000,1923.09,8091.53,699,695,0,267846,47900,5,20604,31922,15.3,105,229,6,6,1,13,2,0,3,7,4,5,2,13,14,7,15,2,94.1,25,316500,18918,37700,17278,2013,1.2,5.03287671232877,19.1506849315068
14975,36,15.31,521.39,3,12,67226,0,0,48250,3,"0",2,9219,187,21,11.54,680,684,1,16,15929,73.1,29,1,18018.46,14975,3043.46,5570.44,614,610,0,15929,22100,3,1062,3047,84.5,88,98,0,0,0,0,0,0,10,11,11,14,4,16,25,11,16,1,100,54.5,22100,15929,18000,0,2012,1.77808219178082,5.36986301369863,8.14246575342466
16000,36,16.59,567.19,4,16,1,10,1,75000,1,"0",3,10356,669,42,28.88,680,684,2,14,27781,63.6,34,0,20352.13,16000,4352.13,3319.07,734,730,50,170717,43700,4,13132,5611,80,116,148,14,9,1,15,6,0,5,9,5,13,5,12,28,9,14,1,94.1,80,216907,56582,28100,31463,2014,2.61369863013699,5.02739726027397,12.4794520547945
10000,36,7.12,309.32,1,3,44756,5,0,65000,1,"0",3,10356,794,5,7.87,740,744,1,9,8556,22.3,16,0,11138.37,10000,1138.37,0.74,744,740,0,254737,38300,5,28304,27629,23.5,93,115,20,20,1,20,4,0,3,4,5,8,4,7,11,4,9,0,100,20,311065,14544,36100,12641,2014,3.03561643835616,4.2027397260274,9.72054794520548
22750,36,16.78,808.62,3,15,136706,10,0,76000,3,"0",3,17498,493,23,27.85,705,709,1,16,12189,29.4,23,1,29109.89,22750,6359.89,808.19,689,685,0,61268,41500,4,4085,23794,30.8,83,164,5,1,0,5,5,0,3,6,7,12,6,12,17,6,16,2,95,14.3,105052,61268,34400,63552,2013,2.95068493150685,2.95068493150685,13.558904109589
7000,36,7.62,218.13,1,3,56577,0,0,35000,1,"0",2,8570,304,10,18.45,700,704,0,7,6316,54.4,10,1,7852.661,7000,852.66,218.11,694,690,81,26996,11600,2,4499,3239,64.4,42,66,12,12,0,31,12,0,3,4,3,4,2,6,8,4,7,2,100,33.3,35322,26996,9100,23722,2013,2.95068493150685,5.03287671232877,5.55890410958904
7900,36,7.62,246.18,1,3,114835,10,1,80000,1,"0",3,10356,318,10,28.27,785,789,0,13,23495,21.2,26,0,8862.268,7900,962.27,245.97,834,830,0,333521,110700,5,27793,83309,20,246,224,31,1,3,31,11,0,3,4,7,10,9,9,14,4,13,1,100,14.3,436910,85656,104200,68253,2014,2.95068493150685,4.86575342465753,20.5643835616438
4600,36,10.15,148.76,2,7,34605,2,1,55000,1,"0",2,8261,301,10,24.8,680,684,0,13,10478,81.2,20,1,4925.14,4600,325.14,3735.06,734,730,0,70646,12900,5,5887,400,95.5,117,107,3,3,0,8,12,2,3,6,3,5,9,7,11,6,13,3,85,100,84050,70646,8900,71150,2014,0.695890410958904,4.2027397260274,9.80547945205479
20000,36,6.62,614.08,1,2,22799,10,1,78784,3,"0",2,14646,533,15,17.21,805,809,0,14,13401,18.4,25,1,21286.11,20000,1286.11,13309.86,829,825,0,53535,72800,5,4461,42908,23.1,77,288,14,14,0,14,7,0,2,3,7,11,5,12,20,3,14,0,100,0,126422,53535,55800,53622,2013,1.11506849315068,5.28493150684931,23.7342465753425
13000,36,7.69,405.52,1,4,76676,6,1,1e+05,2,"0",3,10356,747,4,12.01,720,724,2,15,4278,18.8,23,1,14322.45,13000,1322.45,6212.05,714,710,1131,152966,22800,6,10198,15401,19.8,133,101,0,0,1,1,0,0,7,8,10,13,7,12,15,8,15,5,100,0,194071,17168,19200,29947,2014,1.6986301369863,4.36438356164384,11.227397260274
30000,36,12.49,1003.47,2,10,101754,3,1,71000,2,"0",3,10356,275,11,24.15,705,709,0,23,44624,44.1,41,1,35508.6,30000,5508.6,11425.32,824,820,0,179266,101100,6,8148,35767,53,124,133,3,3,7,3,13,0,10,14,13,16,6,20,27,14,23,2,100,8.3,251808,66463,76100,31792,2014,2.03287671232877,2.03287671232877,27.4
10000,60,16.99,248.48,4,16,130301,2,1,30000,3,"0",3,10356,138,37,8.96,705,709,1,4,3178,57.8,13,1,14874.79,10000,4874.79,1208.39,689,685,0,71254,5500,4,17814,2322,57.8,129,102,16,3,1,16,6,0,1,1,2,3,9,2,3,1,4,1,100,0,75100,6800,5500,5000,2014,4.61643835616438,5.11232876712329,10.813698630137
28000,36,16.49,991.19,4,18,1541,10,1,90000,2,"0",3,10356,72,30,23.33,710,714,0,17,27673,86.7,26,1,32470.45,28000,4470.45,20601.82,679,675,0,87273,31900,4,5455,229,98.2,73,160,14,3,0,14,5,0,3,8,3,4,9,10,17,8,17,2,100,100,104440,87273,13000,72540,2014,1.11780821917808,2.44931506849315,13.3945205479452
9600,36,15.61,335.67,3,13,7041,0,0,80000,3,"0",3,10524,740,4,13.41,665,669,1,14,7018,26.6,34,0,11104.72,9600,1504.72,6741.01,754,750,0,64431,26400,5,4956,6337,52.4,124,101,2,2,2,2,4,1,4,5,6,8,18,11,13,5,14,4,92.9,20,88226,64431,13300,61826,2013,1.11506849315068,5.11780821917808,10.3972602739726
25000,60,20.8,673.53,5,21,64326,10,1,85000,3,"0",3,10357,51,7,15.06,685,689,0,13,21674,84.7,19,1,39934.86,25000,14934.86,6900.53,679,675,0,127831,25600,4,9833,1022,93.7,136,311,8,8,2,8,10,0,3,10,4,5,3,11,14,10,13,3,100,75,137472,45624,16300,26272,2013,4.11780821917808,4.11780821917808,25.6520547945205
31825,60,22.47,887.5,5,25,137957,10,1,70838.52,3,"1",3,16842,346,41,27.75,690,694,2,9,34789,93.3,35,1,14200,5377.79,8812.31,887.5,604,600,373,173052,37300,7,19228,361,97.1,160,344,5,3,4,5,2,0,2,5,2,9,19,5,12,5,9,5,100,100,205783,68775,12500,38171,2013,1.28493150684932,3.70684931506849,28.4
3000,36,18.25,108.84,4,18,77047,10,1,43680,1,"0",9,24092,401,34,28.32,730,734,1,7,3759,19.5,11,0,3411.185,3000,411.19,2431.63,789,785,0,94376,19300,2,15729,9800,0,51,156,4,4,2,97,5,0,0,2,1,2,2,4,7,2,7,2,100,0,150329,28195,9800,52129,2014,0.778082191780822,0.778082191780822,13.0602739726027
26000,60,13.98,604.71,3,11,86167,9,1,110000,3,"0",3,10356,528,15,28.07,755,759,0,34,40665,21.5,63,0,35538.23,26000,9538.23,8184.25,739,735,0,339174,188800,9,10599,103072,26.5,145,250,2,2,2,25,10,0,10,16,14,21,14,29,44,16,34,4,100,23.1,518696,162795,140300,142390,2014,3.78082191780822,4.02739726027397,20.9041095890411
12375,36,13.98,422.83,3,11,109868,10,1,28500,1,"0",3,10356,280,11,16.97,705,709,0,10,13368,52.4,15,1,14305.1,12375,1930.1,7963.12,809,805,0,41440,25500,3,4604,5020,65.4,125,101,14,14,2,18,9,0,4,7,5,5,4,9,9,7,10,0,100,20,66400,13368,14500,0,2014,1.27671232876712,1.27671232876712,14.5671232876712
8000,36,9.99,258.1,2,6,38132,4,1,70000,2,"0",3,10356,182,21,8.74,705,709,0,12,6681,24.4,34,1,8436.651,8000,436.65,535.1,709,705,0,15742,27400,6,1312,5069,48.3,133,159,11,11,0,18,14,0,3,4,4,9,15,9,19,4,12,1,93,50,42189,15742,9800,14789,2013,0.613698630136986,4.53150684931507,13.1424657534247
20000,36,11.14,656.11,2,7,124223,1,1,120000,3,"0",3,31063,50,7,8.94,680,684,0,14,10761,69.6,32,1,23619.58,20000,3619.58,655.73,709,705,219,252373,15455,6,18027,2894,78.8,84,71,2,2,1,2,22,0,6,6,6,13,10,8,19,6,14,3,93,66.7,276402,66291,13655,70534,2013,2.94794520547945,2.94794520547945,6.97260273972603
27750,36,11.99,921.57,2,8,88287,2,0,60348,3,"0",2,8261,789,5,25.24,690,694,0,13,26023,73.9,44,1,32779.88,27750,5029.88,483.07,729,725,0,64000,35200,6,5333,8111,72.6,135,226,8,8,0,11,18,0,3,4,6,9,18,9,26,4,13,2,88.1,33.3,84310,64000,29600,49110,2014,2.95068493150685,4.95068493150685,18.8986301369863
9825,36,16.99,350.24,4,18,117232,2,0,63936,3,"0",3,10356,804,5,8.22,690,694,1,11,12691,53.8,17,1,12357.83,9825,2532.83,3409.35,669,665,160,20644,23600,5,1877,9542,57,61,117,1,1,0,3,1,0,9,10,9,14,2,10,15,10,11,5,100,22.2,32155,20644,22200,8555,2014,2.11780821917808,2.78356164383562,9.80547945205479
9100,36,12.99,306.58,3,11,75662,1,0,27000,3,"0",3,10356,3,20,11.73,720,724,2,4,4438,35.5,15,1,9964.58,9100,864.58,2205.36,704,700,0,20595,12500,4,5149,8062,35.5,113,130,4,4,0,4,4,0,2,2,2,7,7,2,8,2,4,2,100,50,29071,20595,12500,16571,2014,0.780821917808219,2.78356164383562,10.8931506849315
14000,60,13.35,321.06,3,12,112767,10,0,48000,2,"0",3,10356,851,46,22.95,700,704,0,11,18797,81.7,30,1,16447.99,14000,2447.99,11311.03,694,690,0,22994,23000,3,2090,2023,74.1,163,301,25,10,0,26,9,0,5,9,5,13,12,9,18,9,11,2,100,40,28900,22994,7800,5900,2014,1.36712328767123,4.44657534246575,25.1534246575342
11500,36,11.67,380.16,2,9,129295,9,0,48995,1,"0",3,10356,523,26,17.21,690,694,1,10,11690,93.5,31,0,13685.53,11500,2185.53,379.93,754,750,0,150102,12500,3,15010,361,96.5,156,155,9,9,3,9,1,0,3,4,3,7,17,4,11,4,10,3,100,100,166536,43259,10400,41136,2014,2.95068493150685,4.44657534246575,13.1452054794521
35000,60,21,946.87,5,22,87663,7,0,110000,3,"1",3,10356,819,5,14.04,680,684,1,19,38873,54.4,38,1,34926.59,14168.83,16099.37,946.87,559,555,0,39772,71400,3,2210,5248,84.9,138,378,5,5,4,24,6,1,7,15,7,14,4,18,29,15,19,1,94,57.1,74024,39772,34700,0,2012,2.61369863013699,3.78356164383562,31.3232876712329
22250,36,11.55,734.25,2,8,132254,5,0,50000,3,"0",3,9495,533,15,19.44,700,704,2,8,17219,44.9,27,1,24322.29,22250,2072.29,16982.05,679,675,0,29338,38388,4,4890,21169,44.9,129,165,13,13,0,13,0,0,4,4,5,17,3,5,21,4,8,0,96,20,53388,29338,38388,15000,2013,0.863013698630137,5.53150684931507,13.6438356164384
10000,36,10.99,327.34,2,7,41647,10,1,90000,3,"0",3,10356,797,5,7.69,660,664,0,10,17728,63.3,41,0,11784.23,10000,1784.23,327.33,734,730,0,19972,28000,3,2497,4022,69.8,145,341,8,8,2,29,12,0,3,5,4,17,7,9,32,5,10,2,100,25,33000,19972,13300,5000,2014,2.95068493150685,2.95068493150685,28.5671232876712
35000,60,20.99,946.68,5,24,77474,1,1,120000,3,"1",3,10356,171,37,36.77,670,674,1,28,19692,79.7,59,0,22678.9,8399.99,11439.48,946.68,554,550,0,244154,24700,12,9043,866,84.3,135,118,15,2,1,22,2,0,2,6,4,9,37,10,20,6,28,4,98.1,50,288694,228435,5500,208909,2014,1.7013698630137,2.1972602739726,20.4
20000,60,15.61,482.23,3,15,97405,10,1,70000,2,"0",3,10356,427,16,15.7,680,684,1,8,13568,57.2,23,1,24003.22,20000,4003.22,16287.54,724,720,0,188036,23700,2,23505,0,100.2,159,191,25,9,6,87,6,0,2,3,2,2,7,5,10,3,8,2,100,100,207251,31769,10500,21110,2014,1.36712328767123,4.62191780821918,15.9780821917808
7250,36,13.35,245.51,3,12,134982,10,0,65000,2,"1",3,10356,108,33,10.84,695,699,0,10,3954,31.9,15,0,4783.71,3066.37,1107.3,245.51,499,0,0,24647,12400,4,3081,5300,35.4,77,231,2,2,2,2,8,1,4,6,4,4,2,9,11,6,10,4,86.7,50,34366,24647,8200,21966,2014,1.36712328767123,2.36986301369863,19.3095890410959
15000,36,6.03,456.54,1,1,24921,10,1,45000,1,"0",3,4391,802,5,22.84,725,729,0,12,13638,22.8,26,1,16435.16,15000,1435.16,456.26,829,825,0,40131,59758,6,4013,39775,25.3,170,244,10,10,1,10,10,1,4,6,7,15,3,11,21,6,12,2,96,0,96227,40131,53258,36469,2013,3.03287671232877,3.03287671232877,20.0657534246575
12000,36,15.22,417.28,3,13,84190,6,1,38000,3,"0",2,8261,48,7,7.48,660,664,2,13,12208,65.3,26,1,13909.82,12000,1909.82,8070.44,674,670,0,12208,18700,10,1221,3710,75.4,164,180,1,1,0,1,1,0,5,8,5,10,4,12,20,8,12,1,100,40,18700,12208,15100,0,2013,1.1972602739726,5.44657534246575,14.8958904109589
20000,36,13.98,683.36,3,13,80381,10,0,60000,2,"1",3,10356,84,33,7.63,680,684,0,9,9192,71.3,19,0,21940.31,18490.58,3301.52,683.36,624,620,0,11973,12900,3,1330,2189,68.7,128,134,1,1,0,1,8,1,3,4,5,8,8,7,11,4,9,1,73.7,40,16680,11973,7000,3780,2014,2.2027397260274,3.6986301369863,11.227397260274
14000,60,12.99,318.48,3,11,51229,10,1,85000,2,"1",2,8261,552,15,21.14,680,684,1,12,16391,54.6,21,1,7828.93,3097.38,2306.68,318.48,574,570,0,52671,30000,2,4389,98,99.4,79,144,0,0,1,55,0,0,3,4,3,4,5,9,15,4,12,2,90.5,100,91412,52671,15400,61412,2014,1.44931506849315,1.95068493150685,12.0602739726027
35000,36,15.22,1217.07,3,13,68790,7,1,80851.86,3,"0",3,10356,854,46,24.65,705,709,0,12,9995,45,44,0,43814.1,35000,8814.1,1216.64,734,730,0,279827,22200,12,25439,5413,54.5,130,304,4,4,7,21,7,0,2,3,3,10,17,8,20,3,12,3,90,33.3,317699,62806,11900,63499,2013,2.95068493150685,5.44657534246575,25.1534246575342
18700,36,18.24,678.31,4,20,102484,0,0,52000,3,"0",3,10356,304,10,20.3,685,689,0,21,5258,22.9,93,1,19984.66,18700,1284.66,17878.68,724,720,16547,257052,23000,13,14281,14342,26.8,138,229,4,4,0,4,7,6,4,4,6,16,64,13,29,4,21,5,92.2,16.7,277889,257052,19600,254889,2014,0.284931506849315,2.6986301369863,19.1479452054795
11000,60,14.64,259.62,3,13,106928,6,0,50000,2,"0",3,10356,678,42,16.03,685,689,0,11,9912,42.4,18,0,13165.54,11000,2165.54,8752,659,655,194,34118,23400,6,3102,6291,61.2,51,65,4,4,0,11,11,0,3,4,5,6,3,10,15,4,11,3,94.4,20,50725,34118,16200,27325,2014,1.45205479452055,4.95068493150685,5.46849315068493
7500,36,24.08,294.57,6,27,80498,9,1,41000,3,"0",3,10356,416,34,28.28,685,689,1,20,13555,53.2,61,1,9165.14,7500,1665.14,5924.87,699,695,0,201404,25500,13,10600,3644,65.9,146,179,1,1,5,1,1,1,6,9,7,22,20,17,36,9,20,6,90,28.6,223355,45531,10700,35913,2014,0.947945205479452,4.44657534246575,15.0630136986301
2450,36,15.99,86.13,4,17,8632,5,1,18000,3,"0",3,10356,274,11,21.67,680,684,0,18,3201,16.1,35,1,2906.91,2450,456.91,186.49,674,670,55,54955,19900,15,3053,7317,13.9,84,114,4,2,3,4,1,1,2,5,9,17,8,15,24,5,18,8,96.8,0,72425,10373,8500,7631,2014,1.6986301369863,4.11780821917808,9.56164383561644
10000,36,12.99,336.9,2,10,93686,3,1,34000,1,"0",3,10356,503,23,15.92,670,674,3,6,6073,65.3,12,1,11582.64,10000,1582.64,5855.34,714,710,1081,13756,9300,4,2293,776,72.3,175,82,6,6,0,34,4,2,3,5,3,3,4,5,6,5,6,3,81.8,33.3,17169,13756,2800,7869,2014,1.52876712328767,5.02739726027397,14.986301369863
10000,36,12.49,334.49,2,10,46585,6,0,70000,3,"0",3,10356,789,5,9.69,685,689,0,10,8926,27.9,19,1,10953.56,10000,953.56,7943.15,714,710,0,20510,32000,7,2051,9114,28.8,131,230,8,8,1,22,8,2,2,7,3,7,3,9,15,7,10,1,89.5,33.3,48261,20510,12800,16261,2014,0.865753424657534,0.865753424657534,19.2328767123288
32000,60,17.57,805.13,4,17,4095,10,1,130000,2,"0",2,6527,768,32,15.36,680,684,1,9,11055,52.9,34,1,44273.21,32000,12273.21,18209.05,789,785,0,50794,20900,4,5644,659,89.9,136,356,15,6,2,17,3,3,2,7,2,13,8,7,24,7,9,1,90.9,50,97130,50794,6500,76230,2013,2.7013698630137,4.12054794520548,29.7397260273973
5000,36,15.31,174.09,3,14,88229,10,1,87000,2,"0",1,3377,669,42,12.73,700,704,0,14,18419,80.1,24,1,6252.037,5000,1252.04,855.25,669,665,0,101784,23000,3,7830,515,76.6,140,459,1,1,2,1,11,0,2,11,3,6,2,13,20,12,14,1,91.7,50,114000,18419,2200,0,2014,2.62191780821918,3.03561643835616,38.3260273972603
15000,36,19.05,550.22,4,19,29512,0,0,60000,3,"1",3,10354,828,5,14.49,665,669,1,12,10679,53.7,17,1,12655.06,8574.02,4067.44,550.22,614,610,0,16451,19900,2,1371,1251,83.5,57,58,10,10,0,17,0,0,5,8,5,6,4,10,12,8,12,1,94,80,37827,16451,7600,16039,2012,1.94794520547945,4.28767123287671,4.80547945205479
6675,36,17.57,239.88,4,19,105461,6,0,96000,2,"0",3,10356,809,5,17.46,690,694,0,9,1708,58.9,16,1,8547.805,6675,1872.81,1844.2,554,550,946,43263,2900,5,4807,221,63.2,116,46,10,10,4,15,2,0,1,4,1,1,7,5,5,4,9,2,93.7,0,60039,43263,600,57139,2014,2.36438356164384,2.53150684931507,10.4767123287671
10000,36,14.49,344.17,3,14,88272,10,0,35000,2,"0",2,8261,304,10,34.19,685,689,1,16,10552,29.9,30,1,12389.72,10000,2389.72,343.77,709,705,481,27051,35300,9,1803,6525,43.3,138,223,5,5,0,5,5,0,3,7,4,10,5,15,25,7,16,3,100,25,53299,27051,11500,17999,2014,2.95068493150685,4.61643835616438,18.6465753424658
8000,36,13.98,273.35,3,13,100114,8,1,105000,1,"1",9,24092,673,42,24.67,665,669,0,13,11501,75.7,25,0,4593.18,2722.28,1104.62,273.35,519,515,1523,231021,15200,4,17771,276,94.5,217,89,24,10,2,24,23,0,4,8,4,7,12,8,11,8,13,2,100,75,273142,68118,5000,90613,2014,1.11780821917808,2.2027397260274,18.1452054794521
4000,36,12.99,134.76,3,11,75872,9,1,56000,1,"1",3,10356,123,33,29,670,674,1,9,2537,65.1,18,0,931.55,277.36,126.92,134.76,569,565,80,71359,3900,7,7929,659,70,135,192,4,3,1,16,4,1,2,4,2,3,7,4,9,4,9,3,83.3,0,90349,32096,2200,39994,2014,0.2,2.2027397260274,16.0630136986301
6750,36,15.88,236.92,3,14,14189,2,0,35000,2,"0",3,10354,31,29,34.18,665,669,0,9,7309,58.9,16,1,8528.675,6750,1778.67,236.47,689,685,6594,12614,12400,2,1402,517,89.2,123,154,17,17,2,27,7,1,4,6,4,6,5,7,9,6,9,0,87,100,28997,12614,4800,16597,2013,2.95068493150685,5.44657534246575,12.7260273972603
6500,36,12.99,218.98,3,12,43205,8,1,43000,3,"1",11,2862,273,11,14.18,695,699,0,9,3317,61.4,17,1,2555.96,1234.97,505.14,218.98,599,595,0,128824,5400,2,14314,533,68.6,146,128,31,3,7,31,20,2,2,3,2,3,6,3,4,3,9,1,70.6,50,149057,21183,1700,30157,2014,0.695890410958904,1.86575342465753,12.227397260274
10000,60,19.22,260.62,4,19,129295,10,0,95000,3,"0",3,10356,796,5,24.41,670,674,4,11,4600,44.2,59,1,13910.46,10000,3910.46,6613.1,619,615,0,431647,10400,11,43165,2460,61.6,132,256,5,5,6,5,0,1,3,4,2,10,35,6,17,4,10,2,91.2,66.7,434029,302069,6400,283894,2014,2.36164383561644,5.02739726027397,21.4027397260274
4000,36,14.16,137.03,3,12,35385,0,0,18000,3,"0",11,2862,411,34,18.6,675,679,0,3,883,29.4,29,0,4765.79,4000,765.79,2025.19,684,680,0,883,3000,3,294,117,88.3,70,144,4,4,0,8,13,0,1,1,1,16,3,3,26,1,3,2,82.8,100,3000,883,1000,0,2014,1.7041095890411,1.78356164383562,12.1424657534247
19300,36,12.99,650.21,3,11,129295,2,1,43000,1,"0",2,8261,796,5,28.86,680,684,0,19,15043,50,34,0,22924.24,19300,3624.24,7969.41,719,715,0,64561,30100,4,4035,5816,67,122,169,12,6,0,12,11,0,3,8,5,7,6,15,27,8,19,4,91.2,25,84376,64561,17600,45693,2014,1.95068493150685,4.28493150684931,14.227397260274
21250,60,13.11,484.71,2,9,108282,6,1,54000,3,"0",6,28502,707,6,6.42,755,759,1,16,5362,8.7,37,1,28574.34,21250,7324.34,5262.39,804,800,0,255054,61800,5,21255,50214,8.4,128,169,0,0,4,0,4,0,3,4,8,15,8,13,25,4,16,3,94,0,328998,11761,54800,7709,2012,3.78356164383562,3.78356164383562,13.9780821917808
7000,36,18.25,253.95,4,17,142220,10,0,46000,3,"1",3,10354,841,36,29.66,695,699,1,13,8723,47.2,30,1,507.9,296.81,210.37,253.95,659,655,0,31111,18500,9,2593,1263,87.1,177,69,3,3,0,3,1,0,3,5,3,10,7,11,23,5,13,6,100,33.3,50983,31111,9800,32483,2013,0.117808219178082,5.61643835616438,14.6438356164384
